citing_venue_count,citing_field_count,citing_institution_count,citing_country_count,citing_year_min,citing_year_max,citing_year_span,citing_works_sampled,top_citing_work_examples,citing_fields_sample,citing_countries_sample,paper_id,title,openalex_id
14.0,69.0,54.0,16.0,1993.0,2025.0,33.0,50,"[{'title': 'A Survey on Software Fault Localization', 'year': 2016, 'cited_by_count': 1063}, {'title': 'Handling obstacles in goal-oriented requirements engineering', 'year': 2000, 'cited_by_count': 651}, {'title': 'TestTube: a system for selective regression testing', 'year': 1994, 'cited_by_count': 263}, {'title': 'Beyond Assertions: Advanced Specification and Verification with JML and ESC/Java2', 'year': 2006, 'cited_by_count': 194}, {'title': 'How the design of JML accommodates both runtime assertion checking and formal verification', 'year': 2004, 'cited_by_count': 190}]","['Aerospace engineering', 'Algorithm', 'Archaeology', 'Arithmetic', 'Artificial intelligence', 'Astronomy', 'Biology', 'Botany', 'Business', 'Computer architecture', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database', 'Distributed computing', 'Economics', 'Electrical engineering']","['AT', 'BE', 'CA', 'CH', 'CN', 'DE', 'FR', 'GB', 'IE', 'IT', 'MY', 'NL', 'SA', 'SE', 'SG', 'US']",icse_1992_202e0644,Towards a Method of Programming with Assertions,https://openalex.org/W2124545556
16.0,68.0,48.0,16.0,1994.0,2020.0,27.0,50,"[{'title': 'A framework for expressing the relationships between multiple views in requirements specification', 'year': 1994, 'cited_by_count': 543}, {'title': 'Inconsistency handling in multiperspective specifications', 'year': 1994, 'cited_by_count': 536}, {'title': 'Software process', 'year': 2000, 'cited_by_count': 403}, {'title': 'Model-driven development: The good, the bad, and the ugly', 'year': 2006, 'cited_by_count': 292}, {'title': 'xlinkit', 'year': 2002, 'cited_by_count': 273}]","['Algorithm', 'Arithmetic', 'Art', 'Artificial intelligence', 'Astronomy', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Climatology', 'Computer network', 'Computer science', 'Data mining', 'Data science', 'Database', 'Discrete mathematics', 'Distributed computing', 'Ecology', 'Economics', 'Economy']","['AT', 'AU', 'BE', 'CA', 'CN', 'DE', 'ES', 'FR', 'GB', 'HK', 'IE', 'IT', 'JP', 'PT', 'SE', 'US']",icse_1991_278e93a0,Tolerating Inconsistency,https://openalex.org/W2294967233
14.0,70.0,48.0,14.0,1989.0,2014.0,26.0,50,"[{'title': 'Foundations for the study of software architecture', 'year': 1992, 'cited_by_count': 2009}, {'title': 'Handling obstacles in goal-oriented requirements engineering', 'year': 2000, 'cited_by_count': 651}, {'title': 'Version models for software configuration management', 'year': 1998, 'cited_by_count': 579}, {'title': 'A state-of-the-art survey on software merging', 'year': 2002, 'cited_by_count': 527}, {'title': 'Specification matching of software components', 'year': 1997, 'cited_by_count': 518}]","['Algorithm', 'Archaeology', 'Arithmetic', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemistry', 'Cognitive science', 'Computer graphics (images)', 'Computer hardware', 'Computer network', 'Computer science', 'Computer vision', 'Data mining', 'Data science', 'Database', 'Discrete mathematics']","['AT', 'BE', 'CA', 'CH', 'DE', 'FR', 'GB', 'IN', 'IT', 'KR', 'MX', 'NO', 'PT', 'US']",icse_1989_3ce99cbd,The Inscape Environment,https://openalex.org/W2104182286
20.0,73.0,51.0,13.0,1988.0,2018.0,31.0,50,"[{'title': 'On visual formalisms', 'year': 1988, 'cited_by_count': 1269}, {'title': 'The STATEMATE semantics of statecharts', 'year': 1996, 'cited_by_count': 1042}, {'title': ""A specifier's introduction to formal methods"", 'year': 1990, 'cited_by_count': 728}, {'title': 'Requirements engineering with viewpoints', 'year': 1996, 'cited_by_count': 297}, {'title': 'A survey of architecture description languages', 'year': 1996, 'cited_by_count': 286}]","['Aerospace engineering', 'Algorithm', 'Anthropology', 'Archaeology', 'Arithmetic', 'Art', 'Artificial intelligence', 'Biology', 'Botany', 'Business', 'Cartography', 'Civil engineering', 'Cognitive science', 'Computer architecture', 'Computer engineering', 'Computer network', 'Computer science', 'Data mining', 'Data science', 'Database']","['AR', 'BE', 'CA', 'DE', 'FR', 'GB', 'HK', 'IL', 'IT', 'JP', 'NL', 'NO', 'US']",icse_1988_97b81ae0,A Working Environment for the Development of Complex Reactive Systems,https://openalex.org/W2010795160
22.0,58.0,41.0,16.0,1988.0,2020.0,33.0,50,"[{'title': 'Process modeling', 'year': 1992, 'cited_by_count': 1625}, {'title': 'On the feasibility of situational method engineering', 'year': 1997, 'cited_by_count': 127}, {'title': 'A Survey on the Flexibility Requirements Related to Business Processes and Modeling Artifacts', 'year': 2008, 'cited_by_count': 102}, {'title': 'Software Evolution and Software Evolution Processes', 'year': 2002, 'cited_by_count': 84}, {'title': 'From conceptual modelling to requirements engineering', 'year': 2000, 'cited_by_count': 66}]","['Aerospace engineering', 'Archaeology', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemistry', 'Combinatorics', 'Computer science', 'Computer security', 'Data science', 'Database', 'Economics', 'Economy', 'Engineering', 'Epistemology', 'Finance', 'Geography']","['AT', 'AU', 'CA', 'DE', 'FI', 'FR', 'GB', 'IN', 'IT', 'JP', 'KR', 'MX', 'NO', 'SE', 'TW', 'US']",icse_1987_7c3e11ac,"Process Models, Process Programs, Programming Support",https://openalex.org/W1972095388
22.0,64.0,81.0,22.0,1988.0,2018.0,31.0,50,"[{'title': 'Groupware: some issues and experiences', 'year': 1991, 'cited_by_count': 2758}, {'title': 'Process modeling', 'year': 1992, 'cited_by_count': 1625}, {'title': 'The TAME project: towards improvement-oriented software environments', 'year': 1988, 'cited_by_count': 1373}, {'title': 'The Intellectual Challenge of CSCW: The Gap Between Social Requirements and Technical Feasibility', 'year': 2000, 'cited_by_count': 863}, {'title': 'Software Engineering for Self-Adaptive Systems: A Second Research Roadmap', 'year': 2013, 'cited_by_count': 714}]","['Arithmetic', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Cartography', 'Chemistry', 'Cognitive psychology', 'Combinatorics', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science', 'Database', 'Distributed computing', 'Economics', 'Economy']","['AT', 'AU', 'BE', 'BR', 'CA', 'CH', 'CN', 'DE', 'DK', 'ES', 'FI', 'FR', 'GB', 'IN', 'IT', 'JP', 'NL', 'NO', 'PK', 'SE']",icse_1987_00efd12d,Software Processes are Software Too,https://openalex.org/W2095958260
22.0,62.0,91.0,30.0,2006.0,2023.0,18.0,50,"[{'title': 'On Patterns for Decentralized Control in Self-Adaptive Systems', 'year': 2013, 'cited_by_count': 357}, {'title': 'Controlling software architecture erosion: A survey', 'year': 2011, 'cited_by_count': 171}, {'title': 'Six years of systematic literature reviews in software engineering: An updated tertiary study', 'year': 2011, 'cited_by_count': 166}, {'title': 'MAPE-K Formal Templates to Rigorously Design Behaviors for Self-Adaptive Systems', 'year': 2015, 'cited_by_count': 165}, {'title': 'Decision-making techniques for software architecture design', 'year': 2011, 'cited_by_count': 150}]","['Algorithm', 'Archaeology', 'Arithmetic', 'Art', 'Artificial intelligence', 'Biology', 'Botany', 'Business', 'Computer architecture', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database', 'Distributed computing', 'Ecology', 'Electrical engineering', 'Embedded system', 'Engineering', 'Engineering management']","['AE', 'AT', 'AU', 'BE', 'BR', 'CA', 'CH', 'CL', 'CN', 'DE', 'DK', 'ES', 'FI', 'FR', 'GB', 'GR', 'IE', 'IN', 'IR', 'IT']",icse_1985_01bca770,Software Technology Maturation,https://openalex.org/W2006116191
21.0,84.0,38.0,12.0,1984.0,2020.0,37.0,46,"[{'title': 'Software aging', 'year': 1994, 'cited_by_count': 666}, {'title': 'On the localness of software', 'year': 2014, 'cited_by_count': 243}, {'title': 'Software modeling and design: UML, use cases, patterns, and software architectures', 'year': 2011, 'cited_by_count': 103}, {'title': 'Industrial software development — a case study', 'year': 1993, 'cited_by_count': 38}, {'title': 'The hourglass organization of the Caenorhabditis elegans connectome', 'year': 2020, 'cited_by_count': 28}]","['Aerospace engineering', 'Algorithm', 'Anthropology', 'Applied mathematics', 'Archaeology', 'Art', 'Artificial intelligence', 'Astronomy', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Cartography', 'Chemistry', 'Cognitive science', 'Combinatorics', 'Computational science', 'Computer architecture', 'Computer graphics (images)', 'Computer science']","['AT', 'BR', 'CA', 'CN', 'DE', 'DK', 'GB', 'IN', 'IR', 'NL', 'SE', 'US']",icse_1984_07ade597,The Modular Structure of Complex Systems,https://openalex.org/W1995055730
18.0,65.0,60.0,20.0,1984.0,2024.0,41.0,50,"[{'title': 'Towards modelling and reasoning support for early-phase requirements engineering', 'year': 2002, 'cited_by_count': 1570}, {'title': 'Requirements engineering in the year 00', 'year': 2000, 'cited_by_count': 663}, {'title': 'Specification and validation of process constraints for flexible workflows', 'year': 2004, 'cited_by_count': 256}, {'title': 'Information modeling in the time of the revolution', 'year': 1998, 'cited_by_count': 235}, {'title': 'Modeling organizations for information systems requirements engineering', 'year': 2002, 'cited_by_count': 218}]","['Algorithm', 'Anthropology', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemistry', 'Combinatorics', 'Composite material', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database', 'Distributed computing', 'Economics', 'Economy', 'Electrical engineering']","['AT', 'AU', 'BE', 'BR', 'CA', 'DE', 'ES', 'GB', 'GR', 'IE', 'IN', 'JP', 'LU', 'NL', 'PT', 'RO', 'SE', 'SI', 'US', 'VG']",icse_1982_e7ce49aa,Capturing More World Knowledge in the Requirements Specification,https://openalex.org/W2127614394
12.0,68.0,69.0,18.0,1982.0,2021.0,40.0,50,"[{'title': 'Programmers use slices when debugging', 'year': 1982, 'cited_by_count': 761}, {'title': 'The program dependence graph in a software development environment', 'year': 1984, 'cited_by_count': 642}, {'title': 'Maintaining mental models', 'year': 2006, 'cited_by_count': 615}, {'title': 'A Classification and Survey of Analysis Strategies for Software Product Lines', 'year': 2014, 'cited_by_count': 469}, {'title': 'PiOS : Detecting privacy leaks in iOS applications', 'year': 2011, 'cited_by_count': 463}]","['Aerospace engineering', 'Algorithm', 'Archaeology', 'Arithmetic', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Chemistry', 'Cognitive science', 'Combinatorics', 'Computer architecture', 'Computer graphics (images)', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database']","['AT', 'AU', 'CA', 'CH', 'CN', 'DE', 'ES', 'FI', 'FR', 'GB', 'HK', 'IL', 'KR', 'LU', 'NO', 'NZ', 'SG', 'US']",icse_1981_dbf96e7e,Program Slicing,https://openalex.org/W2913256667
18.0,59.0,46.0,8.0,1980.0,2018.0,39.0,50,"[{'title': 'Abstractions for software architecture and tools to support them', 'year': 1995, 'cited_by_count': 811}, {'title': 'Version models for software configuration management', 'year': 1998, 'cited_by_count': 579}, {'title': 'A Formal Approach to Software Architectures', 'year': 1992, 'cited_by_count': 542}, {'title': 'Software construction using components', 'year': 1980, 'cited_by_count': 224}, {'title': 'Rigi-A system for programming-in-the-large', 'year': 1988, 'cited_by_count': 208}]","['Algorithm', 'Archaeology', 'Arithmetic', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemical engineering', 'Chemistry', 'Computer architecture', 'Computer graphics (images)', 'Computer hardware', 'Computer network', 'Computer science', 'Data mining', 'Data science', 'Database', 'Distributed computing']","['CA', 'CH', 'DE', 'GB', 'IE', 'JP', 'NO', 'US']",icse_1979_53edb596,Software Development Control Based on Module Interconnection,https://openalex.org/W1545813047
17.0,70.0,43.0,14.0,1980.0,2020.0,41.0,50,"[{'title': 'Aspect-Oriented Programming', 'year': 1999, 'cited_by_count': 2974}, {'title': 'Using dependency models to manage complex software architecture', 'year': 2005, 'cited_by_count': 371}, {'title': 'Mixin layers', 'year': 2002, 'cited_by_count': 318}, {'title': 'FEATUREHOUSE: Language-independent, automated software composition', 'year': 2009, 'cited_by_count': 245}, {'title': 'Software economics', 'year': 2000, 'cited_by_count': 229}]","['Accounting', 'Applied mathematics', 'Archaeology', 'Arithmetic', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemical engineering', 'Chemistry', 'Composite material', 'Computer architecture', 'Computer science', 'Data mining', 'Data science', 'Database', 'Distributed computing', 'Ecology']","['AR', 'BE', 'BR', 'CA', 'DE', 'GB', 'IL', 'IN', 'IT', 'LU', 'NL', 'NZ', 'SE', 'US']",icse_1978_8b12dc8d,Designing Software for Ease of Extension and Contraction,https://openalex.org/W2048847754
21.0,63.0,44.0,8.0,1977.0,2020.0,44.0,50,"[{'title': 'Program Slicing', 'year': 1984, 'cited_by_count': 3195}, {'title': 'The Spec# Programming System: An Overview', 'year': 2005, 'cited_by_count': 984}, {'title': 'A view of 20th and 21st century software engineering', 'year': 2006, 'cited_by_count': 505}, {'title': 'The coming-of-age of software architecture research', 'year': 2001, 'cited_by_count': 152}, {'title': 'The Inscape Environment', 'year': 2005, 'cited_by_count': 90}]","['Algorithm', 'Archaeology', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Chemistry', 'Cognitive science', 'Composite material', 'Computational biology', 'Computer architecture', 'Computer graphics (images)', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database', 'Distributed computing', 'Ecology']","['CA', 'DE', 'FR', 'GB', 'NL', 'NO', 'NZ', 'US']",icse_1976_2636710a,An Introduction to the Construction and Verification of Alphard Programs,https://openalex.org/W2008395018
19.0,79.0,66.0,16.0,1982.0,2022.0,41.0,50,"[{'title': 'Two case studies of open source software development', 'year': 2002, 'cited_by_count': 1675}, {'title': 'Refactoring object-oriented frameworks', 'year': 1992, 'cited_by_count': 1024}, {'title': 'Rcs — a system for version control', 'year': 1985, 'cited_by_count': 948}, {'title': 'AnO(ND) difference algorithm and its variations', 'year': 1986, 'cited_by_count': 898}, {'title': 'Predicting fault incidence using software change history', 'year': 2000, 'cited_by_count': 751}]","['Acoustics', 'Algorithm', 'Archaeology', 'Arithmetic', 'Artificial intelligence', 'Astrophysics', 'Automotive engineering', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemistry', 'Combinatorics', 'Composite material', 'Computer graphics (images)', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science']","['AT', 'AU', 'BE', 'BM', 'CA', 'CH', 'DE', 'ES', 'FR', 'GB', 'JP', 'KR', 'MY', 'NO', 'PK', 'US']",icse_1975_51a1b6ab,The Source Code Control System,https://openalex.org/W1990244497
14.0,62.0,43.0,12.0,2000.0,2023.0,24.0,50,"[{'title': 'Wattch', 'year': 2000, 'cited_by_count': 2585}, {'title': 'Dynamic thermal management for high-performance microprocessors', 'year': 2002, 'cited_by_count': 886}, {'title': 'Memory Systems: Cache, DRAM, Disk', 'year': 2007, 'cited_by_count': 610}, {'title': 'A static power model for architects', 'year': 2000, 'cited_by_count': 389}, {'title': 'The Green500 List: Encouraging Sustainable Supercomputing', 'year': 2007, 'cited_by_count': 270}]","['Aerospace engineering', 'Algorithm', 'Archaeology', 'Arithmetic', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Chemistry', 'Classical mechanics', 'Combinatorics', 'Computer architecture', 'Computer engineering', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Database', 'Distributed computing']","['CN', 'DE', 'ES', 'GB', 'GR', 'IN', 'JO', 'KR', 'PT', 'SE', 'TR', 'US']",hpca_1999_95bcc4dc,Dynamically Exploiting Narrow Width Operands to Improve Processor Power and Performance,https://openalex.org/W2115157620
15.0,74.0,74.0,18.0,2008.0,2024.0,17.0,50,"[{'title': 'Producing wrong data without doing anything obviously wrong!', 'year': 2009, 'cited_by_count': 294}, {'title': 'Scientific benchmarking of parallel computing systems', 'year': 2015, 'cited_by_count': 226}, {'title': 'Milepost GCC: Machine Learning Enabled Self-tuning Compiler', 'year': 2011, 'cited_by_count': 226}, {'title': 'A Survey on Load Testing of Large-Scale Software Systems', 'year': 2015, 'cited_by_count': 177}, {'title': 'Predicting performance via automated feature-interaction detection', 'year': 2012, 'cited_by_count': 168}]","['Algorithm', 'Anthropology', 'Archaeology', 'Art', 'Art history', 'Artificial intelligence', 'Astrophysics', 'Biology', 'Business', 'Chemistry', 'Chromatography', 'Composite material', 'Computer architecture', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database']","['AU', 'BE', 'BR', 'CA', 'CH', 'CZ', 'DE', 'EC', 'ES', 'FR', 'GB', 'IL', 'IN', 'IT', 'NL', 'NO', 'SE', 'US']",oopsla_2007_7bb907bc,Statistically rigorous Java performance evaluation,https://openalex.org/W2149207009
11.0,66.0,60.0,17.0,2006.0,2020.0,15.0,50,"[{'title': 'Computer Architecture, Fifth Edition: A Quantitative Approach', 'year': 2011, 'cited_by_count': 793}, {'title': 'Evaluating Fuzz Testing', 'year': 2018, 'cited_by_count': 590}, {'title': 'Statistically rigorous java performance evaluation', 'year': 2007, 'cited_by_count': 523}, {'title': 'The Qualitas Corpus: A Curated Collection of Java Code for Empirical Studies', 'year': 2010, 'cited_by_count': 414}, {'title': 'Mop', 'year': 2007, 'cited_by_count': 359}]","['Algorithm', 'Archaeology', 'Art', 'Art history', 'Artificial intelligence', 'Astronomy', 'Biochemistry', 'Biology', 'Chemistry', 'Combinatorics', 'Computer engineering', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science', 'Database', 'Discrete mathematics', 'Distributed computing', 'Ecology']","['AU', 'BE', 'BO', 'CA', 'CH', 'CN', 'CZ', 'DE', 'DK', 'ES', 'GB', 'IL', 'NL', 'NZ', 'SE', 'SG', 'US']",oopsla_2006_5186c94c,The DaCapo benchmarks: Java benchmarking development and analysis,https://openalex.org/W2166091242
15.0,55.0,83.0,19.0,2014.0,2026.0,13.0,50,"[{'title': 'Whole-mantle radially anisotropic shear velocity structure from spectral-element waveform tomography', 'year': 2014, 'cited_by_count': 511}, {'title': 'Trends in Data Locality Abstractions for HPC Systems', 'year': 2017, 'cited_by_count': 89}, {'title': 'Programming big data analysis: principles and solutions', 'year': 2022, 'cited_by_count': 60}, {'title': 'UPC++: A High-Performance Communication Framework for Asynchronous Computation', 'year': 2019, 'cited_by_count': 51}, {'title': 'Network endpoint congestion control for fine-grained communication', 'year': 2015, 'cited_by_count': 46}]","['Algorithm', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Composite material', 'Computational science', 'Computer architecture', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database', 'Distributed computing', 'Ecology', 'Economics', 'Embedded system', 'Engineering', 'Epistemology', 'Genetics']","['AU', 'BR', 'CA', 'CH', 'CN', 'DE', 'ES', 'FR', 'GB', 'IN', 'IT', 'JP', 'LK', 'NL', 'SA', 'SE', 'TH', 'TR', 'US']",oopsla_2005_92fb0725,X10: An Object-Oriented Approach to Non-Uniform Cluster Computing,https://openalex.org/W2133695315
18.0,76.0,65.0,21.0,2005.0,2019.0,15.0,50,"[{'title': 'An overview on smart contracts: Challenges, advances and platforms', 'year': 2019, 'cited_by_count': 1140}, {'title': 'Atlas of Genetics and Cytogenetics in Oncology and Haematology in 2013', 'year': 2012, 'cited_by_count': 323}, {'title': 'Security, Performance, and Applications of Smart Contracts: A Systematic Survey', 'year': 2019, 'cited_by_count': 305}, {'title': 'A Survey on Security Verification of Blockchain Smart Contracts', 'year': 2019, 'cited_by_count': 252}, {'title': 'A survey of techniques for achieving metadata interoperability', 'year': 2010, 'cited_by_count': 188}]","['Anthropology', 'Applied mathematics', 'Archaeology', 'Art', 'Artificial intelligence', 'Biochemistry', 'Bioinformatics', 'Biology', 'Botany', 'Business', 'Chemistry', 'Combinatorics', 'Computer graphics (images)', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Data science', 'Database', 'Distributed computing']","['AR', 'AT', 'AU', 'BE', 'CA', 'CH', 'CL', 'CN', 'DE', 'FR', 'GB', 'GR', 'KR', 'MO', 'MX', 'NL', 'NO', 'NZ', 'SA', 'SG']",oopsla_2004_e3cef345,Mirrors: Design Principles for Meta-level Facilities of Object-Oriented Programming Languages,https://openalex.org/W2095839043
7.0,48.0,43.0,7.0,2004.0,2016.0,13.0,50,"[{'title': 'X10', 'year': 2005, 'cited_by_count': 1275}, {'title': 'Learning from mistakes', 'year': 2008, 'cited_by_count': 889}, {'title': 'STAMP: Stanford Transactional Applications for Multi-Processing', 'year': 2008, 'cited_by_count': 881}, {'title': 'Composable memory transactions', 'year': 2005, 'cited_by_count': 714}, {'title': 'LogTM: Log-based Transactional Memory', 'year': 2006, 'cited_by_count': 684}]","['Algorithm', 'Archaeology', 'Artificial intelligence', 'Biology', 'Business', 'Combinatorics', 'Composite material', 'Computer architecture', 'Computer graphics (images)', 'Computer network', 'Computer science', 'Computer security', 'Database', 'Distributed computing', 'Economic history', 'Economics', 'Economy', 'Embedded system', 'Engineering', 'Epistemology']","['CA', 'CH', 'FR', 'GB', 'IN', 'TR', 'US']",oopsla_2003_8ae43423,Language Support for Lightweight Transactions,https://openalex.org/W4242949098
11.0,53.0,66.0,18.0,2004.0,2024.0,21.0,50,"[{'title': 'Legion: expressing locality and independence with logical regions', 'year': 2012, 'cited_by_count': 362}, {'title': 'Myths and realities', 'year': 2004, 'cited_by_count': 247}, {'title': 'Dedup Est Machina: Memory Deduplication as an Advanced Exploitation Vector', 'year': 2016, 'cited_by_count': 216}, {'title': 'Enhanced operating system security through efficient and fine-grained address space randomization', 'year': 2012, 'cited_by_count': 207}, {'title': 'Automatic pool allocation', 'year': 2005, 'cited_by_count': 159}]","['Aerospace engineering', 'Algorithm', 'Arithmetic', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Combinatorics', 'Composite material', 'Computer architecture', 'Computer engineering', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Database', 'Demography', 'Distributed computing']","['AE', 'AT', 'AU', 'BE', 'CA', 'CH', 'CN', 'DE', 'ES', 'FR', 'GB', 'HK', 'IT', 'KR', 'NL', 'SG', 'TH', 'US']",oopsla_2002_d7f46d29,Reconsidering Custom Memory Allocation,https://openalex.org/W2038897371
38.0,96.0,140.0,33.0,2020.0,2024.0,5.0,50,"[{'title': 'Machine learning in aerodynamic shape optimization', 'year': 2022, 'cited_by_count': 314}, {'title': 'Diabetes prediction using machine learning and explainable AI techniques', 'year': 2022, 'cited_by_count': 283}, {'title': 'Machine Learning, Deep Learning and Statistical Analysis for forecasting building energy consumption — A systematic review', 'year': 2022, 'cited_by_count': 279}, {'title': 'Application of machine learning in anaerobic digestion: Perspectives and challenges', 'year': 2021, 'cited_by_count': 242}, {'title': 'A review on the integrated optimization techniques and machine learning approaches for modeling, prediction, and decision making on integrated energy systems', 'year': 2022, 'cited_by_count': 239}]","['Aerospace engineering', 'Algorithm', 'Art', 'Artificial intelligence', 'Biochemical engineering', 'Biochemistry', 'Bioinformatics', 'Biology', 'Biotechnology', 'Business', 'Cardiology', 'Chemical engineering', 'Chemistry', 'Chromatography', 'Civil engineering', 'Combinatorics', 'Composite material', 'Computational biology', 'Computer network', 'Computer science']","['AR', 'AU', 'BD', 'BE', 'BR', 'CA', 'CN', 'CZ', 'DE', 'EG', 'ES', 'GB', 'HK', 'HU', 'IE', 'IN', 'IR', 'IT', 'JO', 'MO']",oopsla_2001_a9f21d83,Multitasking without compromise: a virtual machine evolution,https://openalex.org/W3023211159
8.0,55.0,43.0,13.0,2001.0,2019.0,19.0,50,"[{'title': 'Statistically rigorous java performance evaluation', 'year': 2007, 'cited_by_count': 523}, {'title': 'Qilin', 'year': 2009, 'cited_by_count': 510}, {'title': 'A framework for reducing the cost of instrumented code', 'year': 2001, 'cited_by_count': 365}, {'title': 'Myths and realities', 'year': 2004, 'cited_by_count': 247}, {'title': 'An infrastructure for adaptive dynamic optimization', 'year': 2003, 'cited_by_count': 221}]","['Accounting', 'Algorithm', 'Archaeology', 'Art', 'Artificial intelligence', 'Biology', 'Business', 'Chemistry', 'Combinatorics', 'Composite material', 'Computer architecture', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Database', 'Distributed computing', 'Ecology', 'Economics']","['AT', 'AU', 'BE', 'CA', 'CH', 'CN', 'DE', 'ES', 'GB', 'JP', 'NO', 'PT', 'US']",oopsla_2000_01b57c0c,Adaptive Optimization in the Jalapeño JVM,https://openalex.org/W4246430693
10.0,62.0,49.0,14.0,1999.0,2019.0,21.0,50,"[{'title': 'The DaCapo benchmarks', 'year': 2006, 'cited_by_count': 1593}, {'title': 'The Jalapeño virtual machine', 'year': 2000, 'cited_by_count': 578}, {'title': 'Adaptive optimization in the Jalapeno JVM', 'year': 2011, 'cited_by_count': 334}, {'title': 'The Jikes Research Virtual Machine project: Building an open-source research community', 'year': 2005, 'cited_by_count': 257}, {'title': 'Adaptive optimization in the Jalapeño JVM', 'year': 2000, 'cited_by_count': 257}]","['Algorithm', 'Archaeology', 'Arithmetic', 'Art', 'Artificial intelligence', 'Biology', 'Business', 'Chemistry', 'Chromatography', 'Composite material', 'Computer architecture', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science', 'Database', 'Demography']","['AU', 'BE', 'CA', 'CH', 'CN', 'DK', 'FR', 'GB', 'IR', 'JP', 'NL', 'RU', 'SG', 'US']",oopsla_1999_4dc300ec,Implementing Jalapeño in Java,https://openalex.org/W2002250868
13.0,48.0,50.0,12.0,1999.0,2024.0,26.0,50,"[{'title': 'Dafny: An Automatic Program Verifier for Functional Correctness', 'year': 2010, 'cited_by_count': 887}, {'title': 'Composable memory transactions', 'year': 2005, 'cited_by_count': 714}, {'title': 'A view of the parallel computing landscape', 'year': 2009, 'cited_by_count': 624}, {'title': 'Ownership types for safe programming', 'year': 2002, 'cited_by_count': 570}, {'title': 'RustBelt: securing the foundations of the Rust programming language', 'year': 2017, 'cited_by_count': 336}]","['Algorithm', 'Archaeology', 'Artificial intelligence', 'Biology', 'Cognitive science', 'Communication', 'Composite material', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Database', 'Distributed computing', 'Ecology', 'Economics', 'Epistemology', 'Financial economics', 'Genetics', 'Geodesy']","['BR', 'CA', 'CH', 'DE', 'ES', 'FR', 'GB', 'IL', 'JP', 'NL', 'SE', 'US']",oopsla_1998_08e5919b,Ownership Types for Flexible Alias Protection,https://openalex.org/W2073407646
11.0,68.0,63.0,14.0,1999.0,2022.0,24.0,50,"[{'title': 'Where is the energy spent inside my app?', 'year': 2012, 'cited_by_count': 650}, {'title': 'The Jalapeño virtual machine', 'year': 2000, 'cited_by_count': 578}, {'title': 'Parameterized object sensitivity for points-to analysis for Java', 'year': 2005, 'cited_by_count': 429}, {'title': 'abc', 'year': 2005, 'cited_by_count': 299}, {'title': 'Practical virtual method call resolution for Java', 'year': 2000, 'cited_by_count': 290}]","['Aerospace engineering', 'Algorithm', 'Arithmetic', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemical engineering', 'Chemistry', 'Composite material', 'Computer engineering', 'Computer graphics (images)', 'Computer network', 'Computer science', 'Computer security', 'Crystallography', 'Data mining', 'Database']","['AR', 'CA', 'CN', 'DK', 'FR', 'GB', 'GR', 'HK', 'IL', 'IT', 'JP', 'KR', 'NZ', 'US']",oopsla_1997_678cb4e4,Call Graph Construction in Object-Oriented Languages,https://openalex.org/W2017971446
